Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2
1632;09.08.2021;08.08.2022;180000;TAK;Szarych Szeregów 4;63-700;Krotoszyn;wielkopolskie;Polska;1,2;;51.7026947;17.4339304;1;0;
1633;01.11.2021;31.10.2022;245000;TAK;Bursztynowa 8;20-576;Lublin;lubelskie;Polska;1,2;;51.2238962;22.507952074439327;1;0;
1634;19.05.2021;18.05.2022;475000;TAK;Marii Skłodowskiej-Curie 39;05-800;Pruszków;mazowieckie;Polska;1,2;;52.182046650000004;20.82707164106379;1;0;
1635;01.06.2021;31.05.2022;360000;TAK;Aleja Niepodległości 201;36-060;Głogów Małopolski;podkarpackie;Polska;1,2;;50.10900645;21.946769975106953;1;0;
1636;02.06.2021;01.06.2022;600000;TAK;Józsefa Antalla 6;03-126;Warszawa;mazowieckie;Polska;1,2;;52.314785799999996;20.956856833801595;1;0;
1637;01.08.2021;31.07.2022;340000;TAK;Sportowców 44;41-711;Ruda Śląska;śląskie;Polska;1,2;;50.274862;18.838875310614572;1;0;
1638;07.08.2021;06.08.2022;420000;TAK;Mokierska 13C;43-173;Łaziska Górne;śląskie;Polska;1,2;;50.15847495;18.864587107375097;1;0;
1639;23.06.2021;22.06.2022;275000;TAK;Szafranowa 14b;81-591;Gdynia;pomorskie;Polska;1,2;;54.4664078;18.4648212;1;0;
1640;12.06.2021;11.06.2022;160000;TAK;Marii Skłodowskiej-Curie 6;77-400;Złotów;wielkopolskie;Polska;1,2;;53.361103;17.043097;1;1;
1641;03.08.2021;02.08.2022;640000;TAK;Olsztyńska 3B;80-395;Gdańsk;pomorskie;Polska;1,2;;54.4049296;18.607952306989738;1;0;
1642;03.06.2021;02.06.2022;700000;TAK;Świerkowa 26;05-430;Pogorzel;mazowieckie;Polska;1,2;;52.10152665;21.34664703358262;1;0;
1643;29.07.2021;28.07.2022;371400;TAK;Hansa Poelziga 10;54-115;Wrocław;dolnośląskie;Polska;1,2;;51.1366078;16.9231808;1;0;
1644;29.07.2021;28.07.2022;163200;TAK;Wrocławska 49e;15-644;Białystok;podlaskie;Polska;1,2;;53.1249551;23.093949296937232;1;0;
1645;28.07.2021;27.07.2022;425000;TAK;Gruszkowa 7;62-025;Siekierki Wielkie;wielkopolskie;Polska;1,2;;52.3913127;17.1682094;1;0;
1646;16.06.2021;15.06.2022;155000;TAK;Szpitalna 1;44-120;Pyskowice;śląskie;Polska;1,2;;50.3987164;18.622427986316247;1;0;
1647;05.08.2021;04.08.2022;210000;TAK;Odkryta 48c;03-140;Warszawa;mazowieckie;Polska;1,2;;52.3341123;20.938516082738808;1;0;
1648;01.07.2021;30.06.2022;190000;TAK;Piaskowa 1;05-119;Legionowo;mazowieckie;Polska;1,2;;52.4114078;20.946850371343544;1;0;
1649;24.06.2021;23.06.2022;650000;TAK;Stanisława Wojciechowskiego 39;02-495;Warszawa;mazowieckie;Polska;1,2;;52.1945157;20.8700483;1;0;
1650;13.06.2021;12.06.2022;100000;TAK;Gnieźnieńska 8;88-430;Janowiec Wielkopolski;kujawsko-pomorskie;Polska;1,2;;52.7538797;17.488571260459466;1;0;
1651;14.06.2021;13.06.2022;352000;TAK;Zakopiańska 20;80-142;Gdańsk;pomorskie;Polska;1,2;;54.3510372;18.62645462012106;1;0;
1652;29.07.2021;28.07.2022;410000;TAK;Stoczek 16a;08-410;Stoczek;mazowieckie;Polska;1,2;;51.87051295;21.504711933326533;3;0;
1653;28.07.2021;27.07.2022;975000;TAK;gen. Tadeusza Pełczyńskiego 14;01-471;Warszawa;mazowieckie;Polska;1,2;;52.2421508;20.9080398;1;0;
1654;09.06.2021;08.06.2022;350000;TAK;Rybnicka 53;44-293;Szczerbice;śląskie;Polska;1,2;;50.104962;18.44989526929494;1;0;
1655;12.07.2021;11.07.2022;300000;TAK;Jana Pestalozziego 30;80-445;Gdańsk;pomorskie;Polska;1,2;;54.386086649999996;18.607991150000004;1;0;
1656;17.06.2021;16.06.2022;340000;TAK;Malborska 8;03-286;Warszawa;mazowieckie;Polska;1,2;;52.2944225;21.048924;1;0;
1657;17.06.2021;16.06.2022;364000;TAK;Okocimska 4;01-114;Warszawa;mazowieckie;Polska;1,2;;52.23879395;20.93971644197218;1;0;
1658;18.06.2021;17.06.2022;170000;TAK;Polskiej Organizacji Wojskowej 17;87-800;Włocławek;kujawsko-pomorskie;Polska;1,2;;52.652857499999996;19.064250227380946;1;0;
1659;21.09.2021;20.09.2022;310000;TAK;Częstochowska 2;44-100;Gliwice;śląskie;Polska;1,2;;50.29372915;18.675921465061283;1;0;
1660;24.05.2021;23.05.2022;180000;TAK;Kraczewicka 28a;24-320;Poniatowa;lubelskie;Polska;1,2;;51.1968413;22.073339673131077;1;0;
1661;14.08.2021;13.08.2022;250873;TAK;Kozacka 13;87-100;Toruń;kujawsko-pomorskie;Polska;1,2;;53.0311178;18.6070792;1;0;
1662;31.07.2021;30.07.2022;810000;TAK;Szklarniowa 15c;61-680;Poznań;wielkopolskie;Polska;1,2;;52.4759611;16.9158447;1;0;
1663;29.07.2021;28.07.2022;465000;TAK;Skrajna 3;64-500;Szamotuły;wielkopolskie;Polska;1,2;;52.61571465;16.55455161926092;1;0;
1664;21.08.2021;20.08.2022;420000;TAK;Grodzisko 43C;64-113;Grodzisko;wielkopolskie;Polska;1,2;;51.89769;16.72637;3;0;
1665;01.08.2021;31.07.2022;260000;TAK;Batalionów Chłopskich 77C;01-305;Warszawa;mazowieckie;Polska;1,2;;52.22981705;20.893020066048123;1;0;
1666;29.07.2021;28.07.2022;220000;TAK;Ogrodowa 36;14-400;Pasłęk;warmińsko-mazurskie;Polska;1,2;;54.058037150000004;19.670085748259297;1;0;
1667;01.08.2021;31.07.2022;60000;TAK;Wał Miedzeszyński 233;04-866;Warszawa;mazowieckie;Polska;1,2;;52.173024999999996;21.152749702259896;1;0;
1668;20.08.2021;19.08.2022;155350;TAK;Osiedle Sikorskiego 25B;44-240;Żory;śląskie;Polska;1,2;;50.0301862;18.6917228;1;0;
1669;29.07.2021;28.07.2022;430000;TAK;Krosińska 46;62-050;Krosno;wielkopolskie;Polska;1,2;;52.2264402;16.839620027575073;1;0;
1670;09.06.2021;08.06.2022;100000;TAK;Parkowa 10;64-700;Gębice;wielkopolskie;Polska;1,2;;52.90706;16.69223;1;0;
1671;29.07.2021;28.07.2022;380000;TAK;Stanowiska 64A;26-212;Stanowiska;świętokrzyskie;Polska;1,2;;51.0474513;20.3752733;3;0;
1672;25.06.2021;24.06.2022;220000;TAK;Piekarska 8;41-506;Chorzów;śląskie;Polska;1,2;;50.2753567;18.947567383939578;1;0;
1673;13.06.2021;12.06.2022;200000;TAK;Obrońców Wybrzeża 6d;80-398;Gdańsk;pomorskie;Polska;1,2;;54.40807045;18.59392268797268;1;0;
1674;17.06.2021;16.06.2022;200000;TAK;Os. Zachód A2;73-110;Stargard Szczeciński;zachodniopomorskie;Polska;1,2;;53.3385399;15.017575900183711;1;0;
1675;23.06.2021;22.06.2022;350000;TAK;Zgierska 4;04-092;Warszawa;mazowieckie;Polska;1,2;;52.2380565;21.088862140611354;1;0;
1676;30.05.2021;29.05.2022;800000;TAK;Pelplińska 7;60-446;Poznań;wielkopolskie;Polska;1,2;;52.4272994;16.8236525;1;0;
1677;15.06.2021;14.06.2022;200000;TAK;Targowa 16;25-520;Kielce;świętokrzyskie;Polska;1,2;;50.87779175;20.63212361170632;1;0;
1678;28.06.2021;27.06.2022;200000;TAK;Żmudzka 45;85-028;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;;53.1293567;18.038943312140017;1;0;
1679;13.07.2021;12.07.2022;70000;TAK;Cieszkowskiego Augusta 4;93-504;Łódź;łódzkie;Polska;1,2;;51.7324923;19.4489205;1;0;
1680;03.08.2021;02.08.2022;360000;TAK;Lotnicza 31;42-300;Myszków;śląskie;Polska;1,2;;50.5703794;19.306600825113662;1;0;
1681;23.05.2021;22.05.2022;185000;TAK;Andrzeja Czapskiego 12;09-500;Gostynin;mazowieckie;Polska;1,2;;52.42853125;19.470656662396866;1;0;
1682;17.06.2021;16.06.2022;425000;TAK;Bukowina 60;43-180;Orzesze;śląskie;Polska;1,2;;50.15598005;18.78106793267285;1;0;
1683;14.02.2021;13.02.2022;340000;TAK;Xawerego Dunikowskiego 2;02-784;Warszawa;mazowieckie;Polska;1,2;;52.154011;21.029430161946856;1;0;
1684;10.06.2021;09.06.2022;310000;TAK;Długa 59;42-200;Częstochowa;śląskie;Polska;1,2;;50.7681013;19.154458684500902;1;0;
1685;29.07.2021;28.07.2022;364000;TAK;Nowa 3;47-223;Brzeźce;opolskie;Polska;1,2;;50.3221472;18.209534218995856;1;0;
1686;09.06.2021;08.06.2022;120000;TAK;Dziwnowska 4;72-400;Kamień Pomorski;zachodniopomorskie;Polska;1,2;;53.96861615;14.777580047163301;1;0;
1687;01.08.2021;31.07.2022;260000;TAK;Partyzantów 154a;29-100;Włoszczowa;świętokrzyskie;Polska;1,2;;50.853540100000004;19.999449929934073;1;0;
1688;29.07.2021;28.07.2022;1500000;TAK;Syta 102A;02-987;Warszawa;mazowieckie;Polska;1,2;;52.167264;21.108792928338076;1;0;
1689;02.08.2021;01.08.2022;310000;TAK;Legnicka 39;62-800;Kalisz;wielkopolskie;Polska;1,2;;51.74329564999999;18.15372471152621;1;0;
1690;31.07.2021;30.07.2022;320000;TAK;Inwalidów 8;30-033;Kraków;małopolskie;Polska;1,2;;50.069517;19.9263196;1;0;
1691;14.06.2021;13.06.2022;810000;TAK;Słoneczna 14;08-443;Sobienie-Jeziory;mazowieckie;Polska;1,2;;51.928913300000005;21.294671548419657;1;0;
1692;29.07.2021;28.07.2022;515000;TAK;Henryka Sienkiewicza 1;21-412;Adamów;lubelskie;Polska;1,2;;51.7377743;22.261056236913234;1;0;
1693;29.07.2021;28.07.2022;265000;TAK; 2;68-343;Zasieki;lubuskie;Polska;1,2;;51.745034;14.664438;3;1;
1694;20.01.2021;19.01.2022;450000;TAK;Klimatyczna 96;80-690;Gdańsk;pomorskie;Polska;1,2;;54.3364748;18.9077283;1;0;
1695;20.01.2021;19.01.2022;150000;TAK;mjr. Mieczysława Słabego 5;80-298;Gdańsk;pomorskie;Polska;1,2;;54.37245235;18.52372856077153;1;0;
1696;21.08.2021;20.08.2022;265000;TAK;Kolady 1;02-691;Warszawa;mazowieckie;Polska;1,2;;52.17300815;21.00166887387048;1;0;
1697;17.06.2021;16.06.2022;450000;TAK;Leśna 14;36-060;Głogów Małopolski;podkarpackie;Polska;1,2;;50.1348393;21.96870565;1;0;
1698;30.07.2021;29.07.2022;540000;TAK;Janczewo 20;66-431;Janczewo;lubuskie;Polska;1,2;;52.756111000000004;15.347553770098338;3;0;
1699;10.06.2021;09.06.2022;190000;TAK;Sosnowa 21;42-216;Częstochowa;śląskie;Polska;1,2;;50.786621749999995;19.14085485108759;1;0;
1700;20.08.2021;19.08.2022;200000;TAK;Szpitalna 32b;41-250;Czeladź;śląskie;Polska;1,2;;50.3240596;19.07302004181873;1;0;
1701;09.08.2021;08.08.2022;506000;TAK;Szeroka 8K;46-022;Biadacz;opolskie;Polska;1,2;;50.7428375;17.9649338;1;0;
1702;01.08.2021;31.07.2022;650000;TAK;Os.Azaliowe 3;62-023;Kamionki;wielkopolskie;Polska;1,2;;52.2933827;16.975730333846155;1;0;
1703;01.08.2021;31.07.2022;310000;TAK;Prof. Michała Bobrzyńskiego 27;30-348;Kraków;małopolskie;Polska;1,2;;50.0208618;19.9006333;1;0;
1704;29.07.2021;28.07.2022;280000;TAK;Jasna Rola 36c;61-609;Poznań;wielkopolskie;Polska;1,2;;52.4539264;16.9426352;1;0;
1705;01.08.2021;31.07.2022;475000;TAK;Pohulanka 10D;80-807;Gdańsk;pomorskie;Polska;1,2;;54.3482312;18.6375171;1;0;
1706;06.08.2021;05.08.2022;550000;TAK;Nowowolska 46;95-200;Pabianice;łódzkie;Polska;1,2;;51.6531781;19.423478;1;0;
1707;29.07.2021;28.07.2022;260000;TAK;Prymasa Stefana Wyszyńskiego 8;08-110;Siedlce;mazowieckie;Polska;1,2;;52.16623845;22.288538945506588;1;0;
1708;07.11.2021;06.11.2022;1360000;TAK;Leśna 53;05-806;Pęcice Małe;mazowieckie;Polska;1,2;;52.1369279;20.83910485753769;1;0;
1709;14.08.2021;13.08.2022;320000;TAK;Słoneczna 6H;05-500;Stara Iwiczna;mazowieckie;Polska;1,2;;52.085596550000005;21.010430876312988;1;0;
1710;28.06.2021;27.06.2022;420000;TAK;Demlin 145;83-250;Skarszewy;pomorskie;Polska;1,2;;54.08513;18.53241;1;0;
1711;29.07.2021;28.07.2022;590240;TAK;Siemomysła 15;30-571;Kraków;małopolskie;Polska;1,2;;50.0310486;19.9696741;1;0;
1712;19.06.2021;18.06.2022;271000;TAK;Prusa Bolesława 10;10-288;Olsztyn;warmińsko-mazurskie;Polska;1,2;;53.7836595;20.482534418120803;1;0;
1713;10.06.2021;09.06.2022;350000;TAK;Rzemieślnicza 5;62-007;Biskupice;wielkopolskie;Polska;1,2;;52.45995;17.19405;1;0;
1714;01.06.2021;31.05.2022;370000;TAK;Nowy Rynek 29;89-210;Łabiszyn;kujawsko-pomorskie;Polska;1,2;;52.948393;17.908757;3;1;
1715;01.06.2021;31.05.2022;400000;TAK;Józefa Wybickiego 1;61-529;Poznań;wielkopolskie;Polska;1,2;;52.3905558;16.9193257;1;0;
1716;01.06.2021;31.05.2022;110000;TAK;Magiera Antoniego 7a;01-873;Warszawa;mazowieckie;Polska;1,2;;52.27070645;20.95239796145068;1;0;
1717;10.06.2021;09.06.2022;175000;TAK;Południowa 1;99-200;Poddębice;łódzkie;Polska;1,2;;51.89219825;18.955435098473686;1;0;
1718;01.08.2021;31.07.2022;540000;TAK;Trześniowska 44;20-227;Lublin;lubelskie;Polska;1,2;;51.2697521;22.6020472;1;0;
1719;19.06.2021;18.06.2022;180000;TAK;Łokietka Władysława 4;93-335;Łódź;łódzkie;Polska;1,2;;51.7174222;19.49480158851485;1;0;
1720;01.08.2021;31.07.2022;160000;TAK;Jana Henryka Dąbrowskiego 80;60-529;Poznań;wielkopolskie;Polska;1,2;;52.4137933;16.8981632;1;0;
1721;31.07.2021;30.07.2022;400000;TAK;Chryzantem 16;44-200;Rybnik;śląskie;Polska;1,2;;50.114477050000005;18.52694160700127;1;0;
1722;15.08.2021;14.08.2022;450000;TAK;Nefrytowa 16;05-500;Piaseczno;mazowieckie;Polska;1,2;;52.094853;21.0292694;1;0;
1723;10.06.2021;09.06.2022;420000;TAK;Parkowa 45;05-083;Wólka;mazowieckie;Polska;1,2;;52.2784841;20.719295;1;0;
1724;24.06.2021;23.06.2022;400000;TAK;Os. Stare Żegrze 2;61-249;Poznań;wielkopolskie;Polska;1,2;;52.3795862;16.9604443;1;0;
1725;18.06.2021;17.06.2022;285000;TAK;Jagiellońska 17;05-120;Legionowo;mazowieckie;Polska;1,2;;52.39855545;20.929809111850517;1;0;
1726;18.06.2021;17.06.2022;350000;TAK;Nietuszyna 86c;98-311;Nietuszyna;łódzkie;Polska;1,2;;51.3206687;18.5881599;3;0;
1727;24.05.2021;23.05.2022;370000;TAK;Artura Grottgera 4;60-757;Poznań;wielkopolskie;Polska;1,2;;52.4015525;16.8981903;1;0;
1728;11.06.2021;10.06.2022;450000;TAK;Wilczak 18B;61-623;Poznań;wielkopolskie;Polska;1,2;;52.4292324;16.9531728;1;0;
1729;11.06.2021;10.06.2022;200000;TAK;Wiejska 26-28;81-068;Gdynia;pomorskie;Polska;1,2;;54.5397967;18.4727352;1;0;
1730;26.06.2021;25.06.2022;605000;TAK;Fasolowa 19a;02-482;Warszawa;mazowieckie;Polska;1,2;;52.19785425;20.907881712924393;1;0;
1731;30.06.2021;29.06.2022;350000;TAK;1 Maja 77;90-755;Łódź;łódzkie;Polska;1,2;;51.84690165;19.414184868934875;1;0;
1732;31.05.2021;30.05.2022;710000;TAK;Belgradzka 4;02-793;Warszawa;mazowieckie;Polska;1,2;;52.1421995;21.0648892;1;0;
1733;11.06.2021;10.06.2022;250000;TAK;Kąpiele Wielkie 120;32-340;Kąpiele Wielkie;małopolskie;Polska;1,2;;50.4247857;19.735135644632606;3;0;
1734;17.06.2021;16.06.2022;455000;TAK;Rumiankowa 17;13-200;Działdowo;warmińsko-mazurskie;Polska;1,2;;53.23145425;20.164839247192305;1;0;
1735;11.06.2021;10.06.2022;805000;TAK;Kirasjerów 106;71-231;Szczecin;zachodniopomorskie;Polska;1,2;;53.45983425;14.467928240387534;1;0;
1736;06.06.2021;05.06.2022;300000;TAK;Ogrodowa 10;05-552;Jastrzębiec;mazowieckie;Polska;1,2;;52.032517;20.831112516060962;1;0;
1737;17.06.2021;16.06.2022;170000;TAK;Jaśkiewicza 9;59-600;Lwówek Śląski;dolnośląskie;Polska;1,2;;51.10894245;15.591419644219823;1;0;
1738;01.07.2021;30.06.2022;590000;TAK;Wesoła 8;05-840;Brwinów;mazowieckie;Polska;1,2;;52.136903849999996;20.733116447245358;1;0;
1739;01.06.2021;31.05.2022;320000;TAK;Goławicka 9;03-550;Warszawa;mazowieckie;Polska;1,2;;52.27072725;21.05286109456032;1;0;
1740;13.08.2021;12.08.2022;620000;TAK;Stefana Żeromskiego 17;17-300;Siemiatycze;podlaskie;Polska;1,2;;52.41510915;22.866368051910325;1;0;
1741;23.08.2021;22.08.2022;850000;TAK;Zygmunta Krasińskiego 59;01-755;Warszawa;mazowieckie;Polska;1,2;;52.25985435;20.965579965398902;1;0;
1742;01.08.2021;31.07.2022;410000;TAK;Fryderyka Chopina 74a;55-050;Sobótka;dolnośląskie;Polska;1,2;;50.904691400000004;16.737447950000004;1;0;
1743;01.08.2021;31.07.2022;550000;TAK;Żelazowa Wola 11a;96-503;Żelazowa Wola;mazowieckie;Polska;1,2;;52.25918365;20.308408724243954;3;0;
1744;09.08.2021;08.08.2022;380000;TAK;Lazurowa 16K;01-315;Warszawa;mazowieckie;Polska;1,2;;52.227303;20.897784;1;1;
1745;30.07.2021;29.07.2022;1030000;TAK;Zygmunta Krasińskiego 7;05-080;Izabelin C;mazowieckie;Polska;1,2;;52.29128915;20.825356940274148;1;0;
1746;01.08.2021;31.07.2022;615000;TAK; 5;31-232;Kraków;małopolskie;Polska;1,2;;50.094055;19.952691;1;1;
1747;01.09.2021;31.08.2022;480000;TAK;Grunwaldzka 16a;69-220;Ośno Lubuskie;lubuskie;Polska;1,2;;52.46003655;14.863149488595475;1;0;
1748;17.09.2021;16.09.2022;195000;TAK;Podrzeczna 40a;99-300;Kutno;łódzkie;Polska;1,2;;52.22959505;19.35968347347328;1;0;
1749;07.08.2021;06.08.2022;260000;TAK;Jana Piekałkiewicza 5;00-710;Warszawa;mazowieckie;Polska;1,2;;52.1935137;21.0518257;1;0;
1750;14.08.2021;13.08.2022;250000;TAK;Os. Jagiellonów 13a;67-400;Wschowa;lubuskie;Polska;1,2;;51.81048;16.31028;1;0;
1751;01.08.2021;31.07.2022;720000;TAK;Świętego Maksymiliana Kolbego 2B;02-781;Warszawa;mazowieckie;Polska;1,2;;52.147566;21.028889;1;1;
1752;08.08.2021;07.08.2022;310000;TAK;Poetów 10C;03-147;Warszawa;mazowieckie;Polska;1,2;;52.3387261;20.947898014412935;1;0;
1753;31.07.2021;30.07.2022;180000;TAK;Bolesława Orlińskiego 8;31-878;Kraków;małopolskie;Polska;1,2;;50.080503199999995;20.00228268039503;1;0;
1754;11.08.2021;10.08.2022;280000;TAK;Wyzwolenia 114;44-237;Stanowice;śląskie;Polska;1,2;;50.144150749999994;18.671481035111803;1;0;
1755;11.06.2021;10.06.2022;149000;TAK;Lisia 55;65-093;Zielona Góra;lubuskie;Polska;1,2;;51.9426162;15.494481995981918;1;0;
1756;05.06.2021;04.06.2022;766000;TAK;Plac Thomasa Woodrowa Wilsona 4;01-626;Warszawa;mazowieckie;Polska;1,2;;52.2694155;20.9848529;1;0;
1757;12.06.2021;11.06.2022;350000;TAK;Rokicińska 438;92-601;Łódź;łódzkie;Polska;1,2;;51.7379184;19.617439831405896;1;0;
1758;11.06.2021;10.06.2022;175000;TAK;Kosciuszki 17;78-600;Wałcz;zachodniopomorskie;Polska;1,2;;53.2751137;16.475843110238664;1;0;
1759;22.08.2021;21.08.2022;550000;TAK;Łysakowska 13;20-257;Lublin;lubelskie;Polska;1,2;;51.2847668;22.6236402;1;0;
1760;18.06.2021;17.06.2022;175000;TAK;Armii Krajowej 3;21-010;Łęczna;lubelskie;Polska;1,2;;51.296437600000004;22.892242670329285;1;0;
1761;17.06.2021;16.06.2022;50000;TAK;Marusarzówny 5b;84-300;Lębork;pomorskie;Polska;1,2;;54.52766;17.748;1;0;
1762;01.08.2021;31.07.2022;820000;TAK;Wólka Grodziska 43f;05-825;Wólka Grodziska;mazowieckie;Polska;1,2;;52.1055556;20.5980556;3;0;
1763;16.06.2021;15.06.2022;250000;TAK;Czwartaków 10;44-100;Gliwice;śląskie;Polska;1,2;;50.3008068;18.6446526;1;0;
1764;16.06.2021;15.06.2022;495000;TAK;Jedności Narodowej 191;50-303;Wrocław;dolnośląskie;Polska;1,2;;51.1273356;17.0515606;1;0;
1765;12.06.2021;11.06.2022;120000;TAK;Bytomska 105;41-940;Piekary Śląskie;śląskie;Polska;1,2;;50.3783973;18.943389926741695;1;0;
1766;16.06.2021;15.06.2022;630000;TAK;Czajki 14;32-615;Grojec;małopolskie;Polska;1,2;;49.9842942;19.21230768975108;1;0;
1767;11.06.2021;10.06.2022;250000;TAK;Skąpe 113;66-213;Skąpe;lubuskie;Polska;1,2;;52.152552299999996;15.448968400000002;3;0;
1768;31.05.2021;30.05.2022;750000;TAK;Ludwika Narbutta 83;02-524;Warszawa;mazowieckie;Polska;1,2;;52.2035985;21.0041264;1;0;
1769;15.07.2021;14.07.2022;240000;TAK;Niekłańska 30;03-924;Warszawa;mazowieckie;Polska;1,2;;52.23562545;21.061094345399866;1;0;
1770;28.06.2021;27.06.2022;250000;TAK;Berylowa 21;91-360;Łódź;łódzkie;Polska;1,2;;51.81557455;19.41790424733139;1;0;
1771;01.08.2021;31.07.2022;280024;TAK;Sienkiewicza 6;12-230;Biała Piska;warmińsko-mazurskie;Polska;1,2;;53.61101;22.06211;1;0;
1772;09.09.2021;08.09.2022;170000;TAK;Przedwiośnie 38;44-119;Gliwice;śląskie;Polska;1,2;;50.2847895;18.7351566;1;0;
1773;01.07.2021;30.06.2022;490000;TAK;Szymona Askenazego 2;03-580;Warszawa;mazowieckie;Polska;1,2;;52.278611999999995;21.05359665115573;1;0;
1774;31.07.2021;30.07.2022;315000;TAK;Bolesława Śmiałego 1;60-682;Poznań;wielkopolskie;Polska;1,2;;52.229553249999995;16.834724547738436;1;0;
1775;05.08.2021;04.08.2022;369500;TAK;Wiosenna 5;05-091;Ząbki;mazowieckie;Polska;1,2;;52.28947;21.1129;1;0;
1776;01.08.2021;31.07.2022;230000;TAK;św. Teresy od Dzieciątka Jezus 23A;91-348;Łódź;łódzkie;Polska;1,2;;51.803026700000004;19.436156918342153;1;0;
1777;01.08.2021;31.07.2022;300000;TAK;Żyznów 983;38-100;Żyznów;podkarpackie;Polska;1,2;;49.8121726;21.8432249;3;0;
1778;01.08.2021;31.07.2022;190000;TAK;Górnicza 6;26-605;Radom;mazowieckie;Polska;1,2;;51.4231691;21.1654092;1;0;
1779;31.07.2021;30.07.2022;155000;TAK;Bałtycka 17b;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;;54.176106;15.553295816935993;1;0;
1780;31.07.2021;30.07.2022;510000;TAK;Startowa 3;60-408;Poznań;wielkopolskie;Polska;1,2;;52.4256053;16.8576327;1;0;
1781;31.07.2021;30.07.2022;520000;TAK;Startowa 3A;60-408;Poznań;wielkopolskie;Polska;1,2;;52.4256256;16.8575509;1;0;
1782;30.08.2021;29.08.2022;190000;TAK;Lutomierska 113;91-046;Łódź;łódzkie;Polska;1,2;;51.78670885;19.43338131181335;1;0;
1783;21.08.2021;20.08.2022;390000;TAK;Zamkowa 3;03-890;Warszawa;mazowieckie;Polska;1,2;;52.27443325;21.078895497915028;1;0;
1784;17.06.2021;16.06.2022;600000;TAK;Przy Parku 93;05-080;Lipków;mazowieckie;Polska;1,2;;52.27783475;20.806021154288374;1;0;
1785;13.10.2021;12.10.2022;520000;TAK;Piękna 21;05-555;Wola Przypkowska;mazowieckie;Polska;1,2;;52.0086741;20.835819656249996;1;0;
1786;31.07.2021;30.07.2022;590000;TAK;Biesiadna 6;05-077;Warszawa;mazowieckie;Polska;1,2;;52.22200795;21.22956879049735;1;0;
1787;25.05.2021;24.05.2022;540000;TAK;Mieczysława Markowskiego 18;05-500;Piaseczno;mazowieckie;Polska;1,2;;52.079166;21.043274405808663;1;0;
1788;25.06.2021;24.06.2022;120000;TAK;Kościuszki 25;58-371;Boguszów-Gorce;dolnośląskie;Polska;1,2;;50.76812665;16.174578939647578;1;0;
1789;12.06.2021;11.06.2022;160000;TAK;Czysta 7;26-600;Radom;mazowieckie;Polska;1,2;;51.4069221;21.1580689;1;0;
1790;25.06.2021;24.06.2022;440000;TAK;Staromłyńska 20a;70-561;Szczecin;zachodniopomorskie;Polska;1,2;;53.4267545;14.5548443;1;0;
1791;01.07.2021;30.06.2022;70000;TAK;Ostrobramska 104A;04-118;Warszawa;mazowieckie;Polska;1,2;;52.23591265;21.093963842271542;1;0;
1792;01.08.2021;31.07.2022;215000;TAK;Stefana Ramułta 38;81-241;Gdynia;pomorskie;Polska;1,2;;54.5356666;18.485877612104254;1;0;
1793;16.06.2021;15.06.2022;120000;TAK;Klaudyny 18;01-684;Warszawa;mazowieckie;Polska;1,2;;52.281741749999995;20.976404194215895;1;0;
1794;08.08.2021;07.08.2022;110000;TAK;Stolarska 19A;81-173;Gdynia;pomorskie;Polska;1,2;;54.551117;18.5176594;1;0;
1795;01.06.2021;31.05.2022;366000;TAK;Dobosza 10;02-376;Warszawa;mazowieckie;Polska;1,2;;52.21121445;20.966809718624397;1;0;
1796;21.06.2021;20.06.2022;150000;TAK;Jagiełły 41;59-330;Ścinawa;dolnośląskie;Polska;1,2;;51.4123427;16.4277741;1;0;
1797;29.06.2021;28.06.2022;390000;TAK;Korfantego 37;44-186;Gierałtowice;śląskie;Polska;1,2;;50.2325743;18.7252271;1;0;
1798;01.06.2021;31.05.2022;220000;TAK;Stroma 1;44-240;Żory;śląskie;Polska;1,2;;50.034341100000006;18.64417889173593;1;0;
1799;08.09.2021;07.09.2022;181700;TAK;Śmiechowska 34a;84-200;Wejherowo;pomorskie;Polska;1,2;;54.6002891;18.250576702526317;1;0;
1800;25.06.2021;24.06.2022;160000;TAK;Opolska 22;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;;49.9545023;18.5889391;1;0;
1801;24.05.2021;23.05.2022;340000;TAK;Św. Bonifacego 75;02-936;Warszawa;mazowieckie;Polska;1,2;;52.18386495;21.057689059619925;1;0;
1802;01.08.2021;31.07.2022;840000;TAK;Dębowa 9;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;;52.4236228;16.77610734069858;1;0;
1803;27.06.2021;26.06.2022;225000;TAK;Beniowskiego 3;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;;54.26659385000001;18.660754246486047;1;0;
1804;19.06.2021;18.06.2022;800000;TAK;Legii Wrzesińskiej 8;62-300;Września;wielkopolskie;Polska;1,2;;52.323936599999996;17.5737956502442;1;0;
1805;12.08.2021;11.08.2022;525000;TAK;Ublinek 12;27-545;Ublinek;świętokrzyskie;Polska;1,2;;50.742466449999995;21.407676092365968;3;0;
